school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
Sattler College,,10450.0,,10450.0,,,,Private_nonprofit
Glasgow Caledonian New York College,,,,,,,,Private_nonprofit
Pima Medical Institute-San Antonio,38673.0,,9500.0,,,253.0,,Private_forprofit
Faith Theological Seminary and Christian College,,1520.0,,1520.0,,,,Private_nonprofit
The Southwestern Baptist Theological Seminary,,10446.0,,10446.0,,,,Private_nonprofit
Lotus Professional College,,,,,,,,Private_forprofit
Christ Mission College,,8229.0,,8229.0,,,,Private_nonprofit
Esteem Academy of Beauty,,,,,,,,Private_forprofit
KC Beauty Academy,,,4274.0,,,,,Private_forprofit
Urshan College,,8506.0,5500.0,8506.0,,,,Private_nonprofit
Texas Healthtech Institute,,,6967.0,,,,,Private_forprofit
Xtylo Beauty College,,,3350.0,,,,,Private_forprofit
Tonsorial Arts Barber College,,,9500.0,,,,,Private_forprofit
Michael's Barber & Hair Stylist Academy,,,,,,,,Private_forprofit
Yeshiva Yesoda Hatorah Vetz Chaim,,21000.0,,21000.0,,,,Private_nonprofit
North-West College-San Diego,41472.0,,9321.0,,,3052.0,,Private_forprofit
West Virginia Junior College-United Career Institute,31912.0,14070.0,8178.0,14070.0,0.6868514570007107,-6508.0,,Private_forprofit
Aviation Institute of Maintenance-Charlotte,42759.0,16657.0,12663.0,16657.0,0.8068079486101939,4339.0,6.757317354229085,Private_forprofit
Ponce Health Sciences University-East,,10504.0,15500.0,10504.0,,,,Private_forprofit
Fortis College-Landover,36920.0,15537.0,9100.0,15537.0,0.7905644590332754,-1500.0,,Private_forprofit
Stautzenberger College-Rockford Career College,34104.0,16699.0,13127.0,16699.0,0.2561830049703575,-4316.0,,Private_forprofit
WellSpring School of Allied Health-Wichita,29839.0,,7917.0,,,-8581.0,,Private_forprofit
Access Careers-Islandia,,,5500.0,,,,,Private_forprofit
Northern Pennsylvania Regional College,,4440.0,,4440.0,,,,Public
Apex College of Veterinary Technology,,13850.0,,13850.0,,,,Private_forprofit
Meryma'at Barber College,,,,,,,,Private_forprofit
Western Maricopa Education Center,,,,,,,,Public
Bais Medrash of Dexter Park,,11000.0,,11000.0,,,,Private_nonprofit
Makana Esthetics Wellness Academy,,,6333.0,,,,,Private_forprofit
Oak Valley College,,16100.0,,16100.0,,,,Private_nonprofit
Paul Mitchell the School-San Jose,,,,,,,,Private_forprofit
Zion Massage College,,,9500.0,,,,,Private_forprofit
Great Lakes Boat Building School,,24717.0,,24717.0,,,,Private_nonprofit
Austin Career Institute,,,4400.0,,,,,Private_forprofit
Professional Culinary Academy,,,,,,,,Private_forprofit
Pacific Northwest Christian College,,11350.0,,11350.0,,,,Private_nonprofit
Hollywood Cultural College,,,,,,,,Private_forprofit
Mariano Moreno Culinary Institute,,,,,,,,Private_forprofit
Alder Graduate School of Education,,,,,,,,Private_nonprofit
Webb's Barber School of Arts,,,,,,,,Private_forprofit
Adrian H. Wallace Barber Academy,,,,,,,,Private_forprofit
St. Louis Med Tech,,10900.0,,10900.0,,,,Private_nonprofit
Total Beauty Institute,,,,,,,,Private_nonprofit
Pearlands Innovative School of Beauty,,,5885.0,,,,,Private_forprofit
Durant Institute of Hair Design,,,6500.0,,,,,Private_forprofit
Premiere Aesthetics Institute,,,3666.0,,,,,Private_forprofit
California Indian Nations College,,7743.0,,7743.0,,,,Public
Indian Bible College,,7640.0,,7640.0,,,,Private_nonprofit
Florida Professional Institute,,,,,,,,Private_forprofit
The Professional Cosmetology Academy,,,,,,,,Private_forprofit
Hackensack Meridian School of Medicine,,,,,,,,Private_nonprofit
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,36048.0,,9500.0,,,-2372.0,,Private_forprofit
Paul Mitchell the School-North Tahoe,,,8149.0,,,,,Private_forprofit
Paul Mitchell the School-Fort Lauderdale,,,6492.0,,,,,Private_forprofit
PCI Academy-Iowa City,31330.0,,4858.0,,,-7090.0,,Private_forprofit
Larry's Barber College,,,3723.0,,,,,Private_forprofit
Paul Mitchell the School-Provo,27407.0,,8028.0,,,-11013.0,,Private_forprofit
Arizona College of Nursing-Tampa,34657.0,23093.0,9500.0,23093.0,0.08937773351231976,-3763.0,,Private_forprofit
Arizona College of Nursing-Fort Lauderdale,34657.0,25973.0,9500.0,25973.0,-0.03141724098101875,-3763.0,,Private_forprofit
Arizona College of Nursing-Tucson,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Arizona College of Nursing-Phoenix,34657.0,24853.0,9500.0,24853.0,0.012231923711423169,-3763.0,,Private_forprofit
Empire Beauty School-Newport News,23921.0,,7851.0,,,-14499.0,,Private_forprofit
Tricoci University of Beauty Culture-Normal,26236.0,,7307.0,,,-12184.0,,Private_forprofit
Elite Welding Academy,,,5500.0,,,,,Private_forprofit
Paul Mitchell the School-Murfreesboro-Nashville,30461.0,,7917.0,,,-7959.0,,Private_forprofit
Dorsey College-Woodhaven,29392.0,32160.0,9500.0,32160.0,-0.3814676616915423,-9028.0,,Private_forprofit
Pathways College,,6180.0,,6180.0,,,,Private_nonprofit
San Joaquin Valley College-Delano,38317.0,,9773.0,,,-103.0,,Private_forprofit
San Joaquin Valley College-Rancho Mirage,38317.0,,9773.0,,,-103.0,,Private_forprofit
San Joaquin Valley College-Santa Maria,38317.0,,9773.0,,,-103.0,,Private_forprofit
Advantage Technical College-Aguadilla,26905.0,,,,,-11515.0,,Private_forprofit
San Joaquin Valley College-Porterville,38317.0,,9773.0,,,-103.0,,Private_forprofit
California University of Science and Medicine,,,,,,,,Private_nonprofit
Ruben's Five Star Academy,,,,,,,,Private_forprofit
Mason Anthony School of Cosmetology Arts & Sciences,,,5611.0,,,,,Private_forprofit
California Institute of Arts & Technology-National City,,15390.0,4750.0,15390.0,,,,Private_forprofit
Triangle Tech-Chambersburg,51953.0,18961.0,12000.0,18961.0,1.1071146036601445,13533.0,2.287814970812089,Private_forprofit
Provo College-Idaho Falls Campus,39645.0,18645.0,24262.0,18645.0,-0.17495307052829176,1225.0,35.02612244897959,Private_forprofit
Eagle Gate College-Boise Campus,37518.0,18645.0,20000.0,18645.0,-0.060445159560203805,-902.0,,Private_forprofit
Elite Welding Academy South Point,,,5500.0,,,,,Private_forprofit
Agape College of Business and Science,,8132.0,,8132.0,,,,Private_nonprofit
Zorganics Institute of Beauty and Wellness,,,,,,,,Private_forprofit
Daybreak University,,,,,,,,Private_nonprofit
Motion Picture Institute,,,,,,,,Private_forprofit
Zen Shiatsu Chicago,,,,,,,,Private_forprofit
The  Salon Professional Academy of Holland,,,,,,,,Private_forprofit
Dymond Designs Beauty School,,,,,,,,Private_forprofit
National Institute for Medical Assistant Advancement (NIMAA),,,,,,,,Private_nonprofit
California Northstate University,,56501.0,,56501.0,,,,Private_forprofit
Antigua College International,,26700.0,,26700.0,,,,Private_forprofit
Burlington County Institute of Technology-Adult Education,,,,,,,,Public
Sri Sai Krish Institute,,64500.0,,64500.0,,,,Private_forprofit
Riggins Urban Barber College,,,,,,,,Private_forprofit
Hair Arts Institute,,,,,,,,Private_forprofit
Florida Academy of Nursing,,,,,,,,Private_forprofit
Body Wisdom Massage Therapy School,,,,,,,,Private_forprofit
Lakewood University,,10479.0,,10479.0,,,,Private_nonprofit
CTK Healthcare & Career Institute,,,,,,,,Private_forprofit
Aesthetics Institute,,,,,,,,Private_forprofit
Sierra Academy of Style,,,,,,,,Private_forprofit
Institute of Allied Healthcare,,,,,,,,Private_forprofit
NewU University,,16500.0,,16500.0,,,,Private_nonprofit
Branford Academy of Hair & Cosmetology-Bridgeport,,,6333.0,,,,,Private_forprofit
United Education Institute-Las Vegas,30848.0,,9433.0,,,-7572.0,,Private_forprofit
UEI College-Mesa,31141.0,,9500.0,,,-7279.0,,Private_forprofit
Larry's Barber College-Joliet,,,3723.0,,,,,Private_forprofit
Herzing University-Tampa,36909.0,13420.0,11756.0,13420.0,0.8742921013412817,-1511.0,,Private_nonprofit
Galen Health Institutes-Miami Campus,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Remington College-Online Dallas,31349.0,15764.0,9500.0,15764.0,0.3860060898249175,-7071.0,,Private_nonprofit
Abilene Christian University-Undergraduate Online,55736.0,14520.0,14750.0,14520.0,1.8227272727272728,17316.0,1.6903441903441903,Private_nonprofit
Madera Community College,,1334.0,,1334.0,,,,Public
Ogle School Hair Skin Nails-Willowbrook,31488.0,,7917.0,,,-6932.0,,Private_forprofit
University of Silicon Andhra,,,,,,,,Private_nonprofit
Galen Health Institutes-Austin Campus,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Galen Health Institutes-Nashville Campus,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Ohio Business College-Dayton-Driving Academy,30389.0,,10000.0,,,-8031.0,,Private_forprofit
The Rapha School,,,,,,,,Private_forprofit
Academy of Allied Health Careers,,,,,,,,Private_forprofit
Mei Barber School,,,,,,,,Private_forprofit
Great Northern University,,17700.0,,17700.0,,,,Private_nonprofit
Salon Professional Academy-Elevate Salon Institute,16515.0,,6333.0,,,-21905.0,,Private_forprofit
Arizona College of Nursing-Salt Lake City,34657.0,22586.0,9500.0,22586.0,0.11383157708314885,-3763.0,,Private_forprofit
Arizona College-Glendale,34657.0,18835.0,9500.0,18835.0,0.33565171223785506,-3763.0,,Private_forprofit
Universal Technical Institute-West Texas,51222.0,,11574.0,,,12802.0,,Private_forprofit
Avalon Institute-Las Vegas,30803.0,,6312.0,,,-7617.0,,Private_forprofit
Medspa Academies-National Institute of Modern Aesthetics,,,9500.0,,,,,Private_forprofit
American Institute-Cherry Hill,28710.0,,9304.0,,,-9710.0,,Private_forprofit
Glendale Career College-North-West College-Bakersfield,41472.0,,9321.0,,,3052.0,,Private_forprofit
Barber Education Academy,,,,,,,,Private_forprofit
Legends Barber College,,,,,,,,Private_forprofit
Academia Medical Institute,,14498.0,,14498.0,,,,Private_forprofit
Barbers Trade School,,,,,,,,Private_forprofit
Top of the Line Barber School,,,,,,,,Private_forprofit
Bridges Christian College,,6600.0,,6600.0,,,,Private_nonprofit
Kino College,,,,,,,,Private_forprofit
Salon Professional Academy,,,,,,,,Private_forprofit
Southern California College of Barber and Beauty,,,,,,,,Private_forprofit
Hello Gorgeous Barbers Stillwater's School of Barbering,,,,,,,,Private_forprofit
Jackson Theological Seminary,,,,,,,,Private_nonprofit
Redeemers University North America,,6800.0,,6800.0,,,,Private_nonprofit
Personal Touch Beauty and Barber College,,,,,,,,Private_forprofit
Reach University,,12374.0,,12374.0,,,,Private_nonprofit
Technology Learning Center,,,,,,,,Private_forprofit
Hair Academy,,,,,,,,Private_forprofit
Sweetwater Institute of Cosmetology,,,,,,,,Private_forprofit
Kansas Health Science Center,,,,,,,,Private_nonprofit
Academy for Jewish Religion,,,,,,,,Private_nonprofit
American College of Healthcare and Technology-Santa Ana,31109.0,,9500.0,,,-7311.0,,Private_forprofit
Aviation Institute of Maintenance-Chicago,53341.0,16657.0,24250.0,16657.0,0.7464729543135018,14921.0,2.7415722806782385,Private_forprofit
Evangel University-College of Online Learning,46573.0,8025.0,17495.0,8025.0,2.6234267912772586,8153.0,3.1301361462038515,Private_nonprofit
Marian University-Ancilla,58759.0,19850.0,20000.0,19850.0,0.9525944584382872,20339.0,1.9592900339249717,Private_nonprofit
Spa Tech Institute-North Andover,27803.0,,6333.0,,,-10617.0,,Private_forprofit
Aveda Arts & Sciences Institute Lafayette-Arlington,23904.0,,7411.0,,,-14516.0,,Private_forprofit
Concorde Career College-Broadway,35242.0,,9500.0,,,-3178.0,,Private_forprofit
United Education Institute-Stone Mountain,27688.0,,9445.0,,,-10732.0,,Private_forprofit
UEI College-Tacoma,30848.0,,9433.0,,,-7572.0,,Private_forprofit
Montgomery Beauty School-Baltimore Beauty & Barber School,18726.0,,7667.0,,,-19694.0,,Private_forprofit
Commonwealth of Puerto Rico Department of Education-PRAMI,26293.0,3816.0,,3816.0,,-12127.0,,Public
Universal Technical Institute-South Florida Miramar,52873.0,,11183.0,,,14453.0,,Private_forprofit
Arizona College of Nursing-Southfield,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Galen Health Institutes-Sarasota,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Galen Health Institutes-Gainesville,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Galen Health Institutes-Richmond,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Galen Health Institutes-Myrtle Beach,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Galen Health Institutes-Asheville,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
The Salon Professional Academy Maplewood,,,,,,,,Private_forprofit
Xtylo Beauty College,,,3350.0,,,,,Private_forprofit
San Francisco School of Massage & Bodywork,,,,,,,,Private_forprofit
Chancellor Institute,,,,,,,,Private_forprofit
The Salon Professional Academy,,,,,,,,Private_forprofit
Studio 75 Hair Academy,,,,,,,,Private_forprofit
Commercial Diving Technologies Institute,,,,,,,,Private_forprofit
Boone Career and Technical Center,,,,,,,,Public
Edge Academy of Beauty,,,,,,,,Private_forprofit
Premier Barber School,,,,,,,,Private_forprofit
Arizona College of Nursing-Falls Church,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Arizona College of Nursing-Ontario,34657.0,30133.0,9500.0,30133.0,-0.1651345700726778,-3763.0,,Private_forprofit
Galen Health Institutes-Houston,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Galen Health Institutes-Pikeville,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Stellar Career College,30337.0,,4688.0,,,-8083.0,,Private_forprofit
Commonwealth University of Pennsylvania,52416.0,11046.0,19500.0,11046.0,1.979902227050516,13996.0,2.1824807087739355,Public
Pennsylvania Western University,47295.0,11388.0,16750.0,11388.0,1.6822093431682472,8875.0,3.1704788732394364,Public
Aveda Institute Montana,,,,,,,,Private_forprofit
Lehigh Career & Technical Institute,,,,,,,,Public
CalCopa Massage School,,,,,,,,Private_forprofit
Medical Solutions Academy,,14115.0,,14115.0,,,,Private_forprofit
Sami Halaseh Institute,,,,,,,,Private_forprofit
Beaver Beauty Academy,,,,,,,,Private_forprofit
Upper Kutz Barber & Style College,,,,,,,,Private_forprofit
All In The Wrist Barber Academy,,,,,,,,Private_forprofit
Yeshiva of Kasho,,14000.0,,14000.0,,,,Private_nonprofit
Cutting Edge Barber Academy,,,,,,,,Private_forprofit
JT's Cuts Academy,,,,,,,,Private_forprofit
The Nurse Academy,,,,,,,,Private_forprofit
Heartland Welding Academy,,,,,,,,Private_forprofit
Jazz Barber and Hairstyling Academy,,,,,,,,Private_forprofit
Renaissance Beauty Academy,,,,,,,,Private_forprofit
Central Valley Barber College,,,,,,,,Private_forprofit
One Stop Academy,,,,,,,,Private_forprofit
East Texas Cosmetology College,,,,,,,,Private_forprofit
Yeshivas Sanz Klauzenburg,,14000.0,,14000.0,,,,Private_nonprofit
URBE University,,30550.0,,30550.0,,,,Private_forprofit
Artisan Academy of Cosmetology,,,,,,,,Private_forprofit
Champ's Barber School-Lebanon,,,9500.0,,,,,Private_forprofit
Collectiv Hair Dressing Academy-Collectiv Academy-Dallas,29334.0,,9000.0,,,-9086.0,,Private_forprofit
Homestead Schools-Costa Mesa,59398.0,,18040.0,,,20978.0,,Private_nonprofit
Innovate Salon Academy,,,6333.0,,,,,Private_forprofit
Herzing University-Nashville,36909.0,13420.0,11756.0,13420.0,0.8742921013412817,-1511.0,,Private_nonprofit
College of Biomedical Equipment Technology,,24000.0,,24000.0,,,,Private_forprofit
Dorsey College-Grand Rapids,29392.0,9295.0,9500.0,9295.0,1.1400753093060785,-9028.0,,Private_forprofit
Baltimore Beauty & Barber School II,18172.0,,7500.0,,,-20248.0,,Private_forprofit
Galen Health Institutes-Dallas,61480.0,16400.0,16500.0,16400.0,1.7426829268292683,23060.0,1.4267129228100608,Private_forprofit
Galen Health Institutes-Roanoke,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Galen Health Institutes-Wichita,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Galen Health Institutes-Salt Lake City,61480.0,15860.0,16500.0,15860.0,1.8360655737704918,23060.0,1.4032957502168257,Private_forprofit
Academy of Cosmetology Barbering and Esthetics,18636.0,,4400.0,,,-19784.0,,Private_forprofit
Aveda Institute Tucson-Avondale,,,6333.0,,,,,Private_forprofit
Premiere Aesthetics Institute-Meridian,,,3666.0,,,,,Private_forprofit
Arizona College of Nursing-Sarasota,34657.0,23093.0,9500.0,23093.0,0.08937773351231976,-3763.0,,Private_forprofit
Arizona College of Nursing-Aurora,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Arizona College of Nursing-Cincinnati,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Arizona College of Nursing-Cleveland,34657.0,23760.0,9500.0,23760.0,0.0587962962962963,-3763.0,,Private_forprofit
Glendale Career College-North-West College-MFSON,41472.0,,9321.0,,,3052.0,,Private_forprofit
Denver College of Nursing-Houston,81809.0,,21110.0,,,43389.0,,Private_forprofit
Gwinnett Institute,33735.0,,13000.0,,,-4685.0,,Private_forprofit
Puerto Rico Advance Institute,,7396.0,,7396.0,,,,Private_nonprofit
Austin Medical Assistant Training,,,,,,,,Private_forprofit
Albany Beauty Academy,,,,,,,,Private_forprofit
Wade Gordon Hairdressing Academy-Oklahoma,,,7710.0,,,,,Private_forprofit
EDP University of Puerto Rico-Caguas,22844.0,7050.0,10500.0,7050.0,0.7509219858156029,-15576.0,,Private_nonprofit
Aviation Institute of Maintenance-Phoenix,42759.0,16657.0,12663.0,16657.0,0.8068079486101939,4339.0,6.757317354229085,Private_forprofit
Galen Health Institutes-Las Vegas,61480.0,,16500.0,,,23060.0,,Private_forprofit
Stellar Career College-Crown Point,30337.0,,4688.0,,,-8083.0,,Private_forprofit
Tulsa Welding School-Dallas Campus,41067.0,,6886.0,,,2647.0,,Private_forprofit
Barber Tech Academy-Columbia,,,4750.0,,,,,Private_forprofit
Troy University-Phenix City Campus,42062.0,9792.0,15985.0,9792.0,1.6630923202614378,3642.0,7.0777045579352,Public
Troy University-Montgomery Campus,42062.0,9792.0,15985.0,9792.0,1.6630923202614378,3642.0,7.0777045579352,Public
Troy University-Dothan Campus,42062.0,9792.0,15985.0,9792.0,1.6630923202614378,3642.0,7.0777045579352,Public
